date,language,text
2011-11-22,nob,Hva er det som skulle tilsi – med den bastante uttalelsen fra kommisjonen om at det er uaktuelt for EU-kommisjonen å gå inn på nye bilaterale avtaler – at Norge skulle kunne oppnå bedre vilkår med EU ved å si opp dagens EØS-avtale?
2002-11-20,nob,Representanten Knut Storberget vil fremsette et privat forslag.
2010-02-11,nob,"Land som er integrert i hverandre, tar ikke fram våpnene."
2011-03-28,nob,"Det kan være det var fordi representanten ble avbrutt midt i et måltid, og at blodsukkeret var litt høyt, men det er ikke ofte vi hører den slags hyllest til fagorganisasjonene fra Høyres side."
2011-05-03,nob,Forlanger noen ordet før møtet heves?
2008-02-27,nob,"Når det gjelder adopsjon, er jo ikke hovedproblemstillingen utenlandsadopsjon, men hovedproblemstillingen er at i dag vokser mange barn opp med foreldre av samme kjønn, eller i homofile parforhold."
2001-02-20,nno,Det eine gjeld oppmodinga om å følgja opp med ei nærare utgreiing av omgrepet «sterke menneskelige hensyn».
2012-01-30,nob,"Det jeg personlig er veldig opptatt av, er at alle eldre skal kunne gå av med æren i behold."
2002-12-12,nno,Intensjonen til stortingsfleirtalet er veldig klar.
2015-11-17,nob,Det er det vel enighet om gjennom beregninger fra Det tekniske beregningsutvalg.
2006-01-18,nno,Bondevik II-regjeringa varsla at strategien skulle vere ferdigstilt innan utgangen
2000-05-09,nob,"Og det gir et godt grunnlag for å kreve mer av omsetningsorganisasjonene for å få vist fram maten, slik at forbrukerne skal kunne få den."
2012-05-07,nno,Men vi er mykje mindre flinke og mindre umodne i det å ta i bruk slike typar verkemiddel på kosthaldsfeltet.
1999-11-04,nno,"Asia er som det vart sagt her, eit så omfattande og diffust samleomgrep at det eigentleg er vanskeleg å seie noko presist om ein Asia-strategi, men det kan vere ei ramme for ein diskusjon."
2010-02-10,nob,"For dem som ønsker at barna skal avslutte livet hjemme, må det være tilbud om ambulante tjenester som gjør dette mulig."
2008-12-10,nno,"Når det gjeld Nord-Troms, har eg teke komitémerknaden på alvor."
2002-02-20,nob,Jeg vet også at representanten tidligere har stilt et spørsmål til kirke- og kulturministeren om dette.
1999-05-20,nno,No prøver Kongshaug å gjere denne folkerøystinga om til tre av fem.
1999-03-16,nno,"Gjennom forsøka vil det verte henta inn kunnskap om korleis vurdering utan rangering gjennom karakterar verkar inn på motivasjon, fagleg innsats, læring, trivsel og samarbeid."
2007-02-07,nob,Så mitt spørsmål til landbruks- og matministeren er følgende:
2005-05-19,nno,"Eg gjekk igjennom det seinast i går og såg på oppstillingane over tiltak under dei forskjellige kapitla og avsnitta – det var veldig mykje «det skal vurderast», «det skal revuderast» og «ein skal komme med ei nærmare orientering om det arbeidet som er gjort»."
2012-12-19,nob,Veldig mye av disse pengene går til oppbygging av byråkrati.
2014-11-13,nno,"Det var snakk om rammekontraktar, kor krava til talet på plassar t.d."
2003-01-28,nno,"Mange av dei gode programma som dei hadde, har blitt kraftig reduserte og borte."
2014-12-12,nno,No spissar me den styrkinga vidare som er i tråd med det vedtaket som blei gjort i denne salen i juni om å styrkje kapasiteten ved barnehusa ved å øyremerkje 100 mill. kr.
2002-06-19,nob,Det er vår plikt å ta ballen når EOS-utvalget melder fra om kritikk.
1999-03-16,nob,"Vi har nå gått på en kommunal plikt, og det er vår skisse og vårt opplegg."
2013-06-04,nob,"Det viser også reduksjonen i CO2-utslippene fra nye biler, men jeg er alltid åpen for nye innspill, inklusiv innspill fra representanten Kambe."
2002-06-05,nno,Eg legg merke til ein avstand mellom tidlegare statsråd Jon Lilletun sitt engasjement for å styrkja norsk forsking og den uroa som her er skapt rundt denne saka.
2006-10-05,nob,"Hvert femte norske barn føler seg utrygt i sitt eget hjem på grunn av foreldrenes voldsbruk, alvorlige psykiske lidelser eller rusmisbruk."
1998-11-18,nno,Eg ville tru at det òg var ei interessant yrkesgruppe i så måte.
2007-05-15,nob,"Bakgrunnen for at vi nå tar en ny runde, er at det er kommet fram nye opplysninger."
2012-11-15,nob,"Det er altså mer å gå på, og det er det en del som har tatt opp som et tema."
2015-10-05,nob,For Venstres del er vi glad for mye av det som skjer.
2014-11-19,nno,"Tek Veteranforbundet feil når dei seier at denne vesle gruppa, ikkje andre enn desse, er veteranar og har vore væpna og gått i uniform ei rekkje gonger?"
2001-03-27,nob,Har denne regjeringen en opptrappingsplan når det gjelder å stille midler til rådighet for medisinsk forskning?
2011-11-24,nob,"Vi har prioritert arveavgift, formuesskatt og personbeskatning."
1999-11-17,nno,"Eg meiner dette på ein måte er å ta på alvor at ein skal kunne prøve ut eit mangfald, utan at eg nødvendigvis trur evalueringa vil vise at alt i det mangfaldet gjev berre gode resultat."
2004-06-03,nob,La meg bare til slutt oppklare noen misforståelser.
1999-04-27,nno,"Er det slik å forstå at Senterpartiet endeleg har kome til fornuft også i denne saka, tar til vettet og vil gjennomføre framstegspartipolitikk i offentleg sektor?"
2001-02-22,nob,Det er svært viktig at idretten tar konsekvensen av at den ønsker å være verdiorientert.
2014-12-09,nno,Talet på medlemmar i fylkestinget er kutta.
2007-06-14,nno,"Så blir det slått fast at logistikkdelen av driftsorganisasjonen til Gaz de France skal ligge i Florø, og selskapet har signalisert at dei vil krevje at driftsstøtteoperatør blir samlokalisert med logistikkorganisasjonen til Gaz de France i Florø."
1999-02-10,nob,"Det er mulig at dette har foregått i departementet uten statsrådens viten, men det vil i så fall overraske meg stort."
2009-02-26,nno,Ein skal heller ikkje gløyme at staten står for utruleg mykje vegbygging og jernbanebygging i dette landet.
2011-11-29,nob,Her omtales bl.a. spenningen mellom tilsyns- og ombudsrollen.
2002-12-12,nno,"Svaret på denne utfordringa må vere kvalifiserings- og formidlingstiltak ved å auke talet på tiltaksplassar slik Arbeidarpartiet har gjort framlegg om, og å følgje opp og intensivere arbeidet med eit inkluderande arbeidsliv der Aetat er ein heilt sentral aktør."
2000-01-27,nob,"Og når det gjelder samarbeidet i Europa, er det bare disse ubetydelige Petersberg-sakene som dette samarbeidet skal omfatte, og ikke solidariteten, artikkel 5, den blir værende i NATO."
2010-03-10,nno,Difor er det viktig at utbreiinga av denne krabbetypen blir stansa.
2003-06-20,nno,"Det er mange gode prosjekt på gang, og Arbeidarpartiet har fått fleirtal for igangsetjing og prosjektering av mange av dei."
2004-04-21,nob,"Selvsagt hadde vi håpet at tallet hadde vært enda lavere, men her må vi bare ta innover oss at dette er et langsiktig arbeid, og Regjeringen har tålmodighet til å stå på i et langsiktig arbeid."
1999-02-02,nno,"Til Regjeringas forsvar kan det sjølvsagt visast til at ho har forsøkt, og delvis klart, å styra litt, men i hovudsak har ein halde seg til eit stortingsfleirtal av Arbeidarpartiet, Høgre og Framstegspartiet."
2014-02-26,nob,"Me trur det skal ganga så fort alt fram med noko stort, men så snart noko stort er nådd, kjem noko smått."
2006-05-16,nno,Det vil ikkje koste staten noko meir enn det ein rekna med då ein vedtok statsbudsjettet
2009-05-28,nob,Jeg anser derfor forslaget som allerede gjennomført med den nye loven.
2003-03-26,nob,"Når det gjelder spørsmålet om staten skal delta som en mulig aktør og bidragsyter i et innovasjonsselskap, er det definitivt noe man må komme tilbake til."
2015-04-29,nob,Så har norske kontrakter og en andel på 117 mrd. kr … (presidenten avbryter).
2003-04-01,nno,Korleis vil statsråden følgja opp det?
2002-12-13,nno,Men det er ikkje det som er meininga.
2010-04-28,nob,På grunnlag av representanten Høies spørsmål har jeg bedt Helse Sør-Øst om en redegjørelse.
2015-06-16,nob,På denne måten kobler man idrett og alkohol tettere sammen og undergraver Idrettsforbundets eget regelverk om å arbeide mot bruk av alkohol i idrettslig sammenheng.
1999-03-16,nno,"Men å bøtelegge utanlandske eller norske foreldre for at ungane av ein eller annan grunn har problem med norsken når dei begynner på skulen, synest eg kanskje er litt på kanten."
1999-11-23,nob,"Når det gjelder forslag nr. 3, hvor man ber Regjeringen om å arbeide for at investeringer ikke skal bli forhandlingstema i den nye WTO-runden, har jeg lyst til å minne representanten Solheim om det han selv sa, at det er ikke Norge som styrer alt."
2013-10-23,nob,Samtidig er vi tilfreds med den måten regjeringen og regjeringspartiene har møtt Stortinget på.
2000-11-03,nob,Men debatten om prinsippet mener vi er overmoden for en konklusjon.
2005-11-23,nob,"De synspunktene den forrige regjeringen gav uttrykk for når det gjelder denne saken, deler jeg fullt ut."
2005-11-23,nno,"Kva vil nytte-kostnadsbrøken, gitt uendra totalkostnad og med same føresetnader, elles vere med den nye rentesatsen?»"
2000-12-06,nob,SIVAs oppgave er bl.a. utbygging og langsiktig eierskap og drift av bedriftsrettet infrastruktur for sterke verdiskapningsmiljø.
2014-02-26,nno,Kvifor har ikkje statsministeren sørgt for at trusselvurderingane er koordinerte?
2003-11-12,nno,Eg vil sjølvsagt gå i dialog med samferdselsministeren for å finna fram til kva vi kan gjera.
2006-02-15,nob,Det betyr at staten som eier – på samme måte som privateiere – har en legitim rett til å utøve sitt eierskap.
2007-12-12,nno,"Heldigvis vil det, når det ikkje vert det same behovet for å auke utbygginga, vere noko lettare å auke pedagogtettleiken i åra framover."
2002-12-10,nno,Dette er eit relativt stort problem.
2016-03-01,nob,Så jeg kunne ikke dy meg og spurte hvordan dette var i forhold til EU og EU-regler.
2002-12-11,nob,Vi er opptatt av at statens rolle skal være finansieringsrollen.
2008-12-15,nob,"Og det er alltid en avveining mellom hvor mye rapportering en skal ha i forhold til hvor effektivt det skal være å drive næringsvirksomhet, og det som er samfunnets behov for kontroll, for å sikre at en har ryddige forhold innenfor næringsvirksomhet."
2003-12-17,nob,Det å kunne knytte kontakt med helsepersonell blir en sentral del av det å kunne få dem ut av misbruket.
2009-06-08,nob,Etter ønske fra finanskomiteen vil presidenten foreslå at sakene nr. 1 og 2 behandles under ett – og anser det for vedtatt.
2003-11-12,nno,"Danmark har innført nettolønn for alle sjøfolk, noko som gir langt lågare kostnader enn det norske ferjerederi har."
1999-02-17,nob,Så ser vi at det vokser fram en debatt omkring den framtidige strukturen i Statoil og Statoils virksomhet.
2007-12-11,nno,"Ikkje minst skal ein skrive protokoll over kjøpet som det skal vere innsyn i, som skal vere til offentleg innsyn både for dei som spør etter han, og ikkje minst for revisjonen, for å sørgje for at offentlege anbod går rett føre seg."
2013-05-14,nno,"Så må eg berre leggje til grunn i debatten at det vi no gjer, er at vi i dag har eit forbod, og etter ein prosess liberaliserer vi det no og opnar for langt meir omfattande bruk av vass-skuter i Noreg, men med ganske strenge reguleringar som t.d."
2004-06-15,nno,Men for å svara representanten Svendsen:
1999-12-15,nob,Etter forslag fra presidenten ble enstemmig besluttet:
2013-06-14,nob,Man bør se nærmere på om praksisen i årsverksstyringen i noen grad er en hemsko for en fornuftig forvaltning av personellet.
2002-04-17,nob,"Når det derimot gjelder ledere, står det her at det var 23 pst. kvinnelige ledere av utvalgene, mens 77 pst. var mannlige."
2001-06-15,nob,"Da gir i dag Stortinget fra seg den fullmakten man ellers hadde hatt, til Regjeringen, som kan foreta salget på en rask måte, hvis man mener det er riktig."
2010-12-07,nob,I dette budsjettet har vi sett flere eksempler på kutt i støtte til de mest utsatte.
2012-10-04,nob,I Klassekampen sier utviklingsministeren i et intervju for et par dager siden at skal vi nå bruke norsk bistand til å «eksportera norsk vesntresidepolitikk.»
2005-12-06,nob,"Det er forslag nr. 1, fra Petter Løvik på vegne av Høyre, Kristelig Folkeparti og Venstre forslagene nr. 2–8, fra Øyvind Korsberg på vegne av Fremskrittspartiet"
2002-04-25,nob,Det er ikke mangel på lesere eller dårlig kvalitet på det redaksjonelle produktet som er årsaken til at mange små lokalaviser og nr. 2-aviser sliter økonomisk.
2005-12-15,nob,"Det pågår mye spennende utviklingsarbeid i kommunesektoren, bl.a. knyttet til effektivisering, noe KS’ effektiviseringsnettverk er et godt eksempel på."
2015-03-12,nob,"En enstemmig komité mener imidlertid at det bør vurderes tiltak for å sikre tilstrekkelig fagkompetanse til denne næringen, og ber statsråden komme med tiltak som kan snu den negative trenden."
2015-04-14,nno,"Det kostar 20 mill. kr i byråkrati i år, og ein har gitt 170 mill. kr til rus og psykiatri."
2015-11-24,nno,"Når statsråden ikkje ønskjer å gå inn på forslaget til SV, kva meiner han at ein bør gjere?"
2006-10-11,nob,Det er i dag ca. en kvart million pensjonister som lever under fattigdomsgrensen slik den er definert av OECD.
2013-12-19,nno,"Det var eit logisk resonnement som dei meinte var viktig, og så skal ein altså selje seg ut av Shell og andre oljeselskap."
2000-10-11,nob,Det har altså vi i Fremskrittspartiet gjort.
2013-03-21,nob,Hvor i prosessen ligger dette direktivet?
1999-02-04,nno,"Konflikten er ikkje død, og den kan snart slå ut på nytt og trekkje med land langt utafor dei som er direkte involverte."
2003-03-25,nno,"Er det kongekrabben, eller er det økosystemet i Barentshavet?"
2003-11-28,nno,"Det vil gjelde innhald, omfang og kvalitet."
2014-11-13,nob,"Det som er viktig, og som jeg informerte Stortinget om rett etter påske, da vi diskuterte denne saken først, er at vi hadde et anbud som gikk ut, og regjeringen har vært veldig klar på at den ønsker å se på muligheten for å likestille alle aktører innenfor barnevernstjenesten."
2002-02-21,nob,"Så sier Alvheim nå at han ikke ønsker noen sentral innkjøpsordning og en felles innkjøpssentral, og at det må bli en debatt som må komme i etterkant av hva som ble vedtatt i forbindelse med Ot.prp."
2009-06-08,nno,Det er jo ein gledeleg bodskap at ein i den vestlege kulturkretsen vel ikkje å sitje på ein enorm overkapasitet på kampfly.
2012-12-05,nob,"Drammens Tidende skrev i fjor om ti innvandrerkvinner, under overskriften:"
2001-04-23,nno,Det ligg føre eit forslag frå SV og Senterpartiet som vil kunne betra det.
2006-05-11,nno,"Det er mange fosterforeldre som ønskjer det, men dei føler at dei blir avskorne frå moglegheita til det."
